VgosDB,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_B,Total_D,Total_E,Total_F,Total_G,Total_H,Total_N,Total_-
20241128-vt4333,69,0,0,0,0,1,0,0,0,48,0,0,0,0,0,1,0,21
20241128-r41183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241129-vt4334,66,0,0,0,0,1,1,3,0,47,0,0,0,0,0,6,2,14
20241202-r11184,217,1,1,5,14,14,15,25,35,813,0,0,0,0,0,0,0,176
20241204-vo4339,19,1,2,17,25,57,137,277,274,203,0,31,0,0,61,17,1,0
20241205-r41184,95,0,0,1,0,3,8,38,164,1018,0,0,0,0,12,0,9,34
20241209-r11185,1097,0,0,5,14,29,31,37,88,264,0,0,0,0,153,0,6,118
20241211-vo4346,144,0,0,0,0,0,0,1,4,668,0,0,0,0,107,18,172,0
20241216-r11186,161,0,1,9,16,19,12,25,39,589,0,0,0,0,1,0,2,46
20241218-vr2405,57,0,1,4,12,30,73,191,412,751,0,0,0,0,78,53,626,0
20241219-r41186,154,0,0,0,7,12,15,51,152,511,0,0,0,0,2,0,0,120
20250102-r41188,64,0,0,9,25,16,21,36,50,341,0,0,0,0,109,21,0,544
20250107-r11189,235,3,6,20,58,108,74,100,123,982,0,0,0,0,25,0,8,236
20250109-r41189,128,0,0,0,0,0,2,16,53,336,0,0,0,0,7,0,96,464
20250113-r11190,303,0,0,5,5,14,20,40,79,995,0,0,0,0,10,1,2,414
20250115-vo5015,93,1,1,8,24,45,72,323,406,276,0,0,0,0,55,9,53,0
20250116-r41190,54,0,0,1,1,1,4,10,31,170,0,0,0,0,7,3,468,640
20250120-r11191,229,0,0,17,30,66,52,52,95,771,0,0,0,0,0,0,8,0
20250122-vo5022,8,1,3,11,31,58,135,284,242,331,0,1,0,0,119,122,2,0
20250123-r41191,99,0,0,0,1,0,3,27,64,472,0,0,0,0,15,1,70,432
20250127-r11192,133,0,0,2,2,7,5,19,69,807,0,0,0,0,0,0,0,28
20250129-vo5029,6,0,0,2,13,36,60,275,431,267,0,0,0,0,39,0,0,163
20250130-r41192,102,0,1,3,13,29,36,42,91,504,0,0,0,0,49,0,0,392
20250203-vt5034,16,0,4,4,10,15,22,56,132,153,0,0,0,0,47,3,4,0
20250203-r11193,211,1,1,6,8,23,15,164,37,329,0,0,0,0,31,0,4,100
20250204-vt5035,39,2,4,6,8,31,60,76,36,117,0,0,0,0,63,1,0,23
20250205-vt5036,18,0,0,0,0,1,0,6,2,173,0,0,0,0,185,13,0,68
20250206-vt5037,442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
